Model,Type,Name,SecondaryName,Population,HasStratification,NumFlows,FlowTypes,Source,Confidence,Notes,Target,FlowType,Rate,HasStratumSpecificRates,Description,ParameterType,Value,Unit,Category,Values
Dengue2,Flow,,,,,,,Model file,Certain,,Infectious,RateFlow,//@parameters.1,False,Incubation progression,,,,,
Dengue2,Flow,,,,,,,Model file,Certain,,Recovered,RateFlow,//@parameters.2,False,Recovery after infection,,,,,
Dengue2,Flow,,,,,,,Model file,Certain,,VaccinatedInfected,RateFlow,//@parameters.4,False,Breakthrough infection after vaccination in screened-positive vaccinees,,,,,
Dengue2,Flow,,,,,,,Model file,Certain,,VaccinatedRecovered,RateFlow,//@parameters.2,False,Resolution of infection in vaccinated hosts,,,,,
Dengue2,Parameter,TransmissionRate,,,,,,Model file,Certain,,,,,,Approximate transmission parameter for simplified human-side dengue model,CONSTANT,0.28,,,
Dengue2,Parameter,IncubationRate,,,,,,Model file,Certain,,,,,,Progression from exposed to infectious,CONSTANT,0.20,,,
Dengue2,Parameter,RecoveryRate,,,,,,Model file,Certain,,,,,,Recovery from infectious state,CONSTANT,0.14,,,
Dengue2,Parameter,ScreeningAndVaccinationRate,,,,,,Model file,Certain,,,,,,Routine screening at age 9 followed by vaccination if seropositive,CONSTANT,0.04,,,
Dengue2,Parameter,VaccineBreakthroughRate,,,,,,Model file,Certain,,,,,,Residual post-vaccination infection risk representing imperfect protection,CONSTANT,0.05,,,
Dengue3,Compartment,PrimarySusceptible,,9500,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Dengue3,Compartment,PrimaryExposed,,80,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Dengue3,Compartment,PrimaryInfectious,,40,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Dengue3,Compartment,PostPrimaryImmune,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Dengue3,Compartment,VaccinatedSilentInfection,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Dengue3,Compartment,SecondarySusceptible,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Dengue3,Compartment,PostVaccinationSusceptible,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Dengue3,Compartment,SecondaryInfectious,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Dengue3,Compartment,PostSecondaryImmune,,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Dengue3,Flow,,,,,,,Model file,Certain,,PrimaryExposed,RateFlow,//@parameters.0,False,Primary natural dengue infection,,,,,
Dengue3,Flow,,,,,,,Model file,Certain,,VaccinatedSilentInfection,RateFlow,//@parameters.3,False,Routine vaccination at age 9,,,,,
Dengue3,Flow,,,,,,,Model file,Certain,,PrimaryInfectious,RateFlow,//@parameters.1,False,Primary incubation progression,,,,,
Dengue3,Flow,,,,,,,Model file,Certain,,PostPrimaryImmune,RateFlow,//@parameters.2,False,Primary infection resolution into post-primary immune state,,,,,
Dengue3,Flow,,,,,,,Model file,Certain,,SecondarySusceptible,RateFlow,//@parameters.4,False,Waning of temporary heterologous protection after natural primary infection,,,,,
Dengue3,Flow,,,,,,,Model file,Certain,,PostVaccinationSusceptible,RateFlow,//@parameters.5,False,Waning of temporary heterologous protection after vaccine-like silent infection,,,,,
Dengue3,Flow,,,,,,,Model file,Certain,,SecondaryInfectious,RateFlow,//@parameters.6,False,Secondary-like infection risk after loss of cross-protection,,,,,
Dengue3,Flow,,,,,,,Model file,Certain,,SecondaryInfectious,RateFlow,//@parameters.7,False,"In vaccinated hosts, subsequent infection behaves like later infection after silent infection",,,,,
Dengue3,Flow,,,,,,,Model file,Certain,,PostSecondaryImmune,RateFlow,//@parameters.2,False,Resolution of secondary-like infection,,,,,
Dengue3,Parameter,PrimaryTransmissionRate,,,,,,Model file,Certain,,,,,,Transmission parameter for primary infection,CONSTANT,0.26,,,
Dengue3,Parameter,IncubationRate,,,,,,Model file,Certain,,,,,,Progression from exposed to infectious,CONSTANT,0.18,,,
Dengue3,Parameter,RecoveryRate,,,,,,Model file,Certain,,,,,,Recovery rate from infectious states,CONSTANT,0.12,,,
Dengue3,Parameter,RoutineVaccinationRate,,,,,,Model file,Certain,,,,,,Routine vaccination of 9-year-olds,CONSTANT,0.05,,,
Dengue3,Parameter,NaturalCrossProtectionWaningRate,,,,,,Model file,Certain,,,,,,Waning of temporary heterologous protection after natural infection,CONSTANT,0.02,,,
Dengue3,Parameter,VaccineCrossProtectionWaningRate,,,,,,Model file,Certain,,,,,,Waning of temporary heterologous protection after vaccination,CONSTANT,0.03,,,
Dengue3,Parameter,SecondaryTransmissionRate,,,,,,Model file,Certain,,,,,,Transmission parameter for secondary-like infection after natural primary infection,CONSTANT,0.30,,,
Dengue3,Parameter,PostVaccinationTransmissionRate,,,,,,Model file,Certain,,,,,,Transmission parameter after vaccine-induced silent infection,CONSTANT,0.24,,,
Ebola1,Compartment,Susceptible,S,999,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola1,Compartment,Infectious,I,1,False,4.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola1,Compartment,Quarantine,Q,0,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola1,Compartment,Recovered,R,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Ebola1,Compartment,Environment pathogens,B,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Ebola1,Compartment,Deceased,D,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola1,Flow,,,,,,,Model file,Certain,,Infectious (I),RateFlow,//@parameters.2,False,S→I via infectious humans (effective contact rate β1).,,,,,
Ebola1,Flow,,,,,,,Model file,Certain,,Infectious (I),RateFlow,//@parameters.3,False,S→I via environment/pathogens B (contact rate β2).,,,,,
Ebola1,Flow,,,,,,,Model file,Certain,,Infectious (I),RateFlow,//@parameters.4,False,S→I via deceased (contact rate β3).,,,,,
Ebola1,Flow,,,,,,,Model file,Certain,,Quarantine (Q),RateFlow,//@parameters.8,False,I→Q at quarantine rate ω3.,,,,,
Ebola1,Flow,,,,,,,Model file,Certain,,Recovered (R),RateFlow,//@parameters.9,False,I→R at recovery rate ω1.,,,,,
Ebola1,Flow,,,,,,,Model file,Certain,,Deceased (D),RateFlow,//@parameters.6,False,I→D at disease death rate δ1.,,,,,
Ebola1,Flow,,,,,,,Model file,Certain,,Environment pathogens (B),RateFlow,//@parameters.7,False,I→B shedding of pathogens into environment at rate ω2.,,,,,
Ebola1,Flow,,,,,,,Model file,Certain,,Recovered (R),RateFlow,//@parameters.10,False,Q→R at recovery-from-quarantine rate ω1q.,,,,,
Ebola1,Flow,,,,,,,Model file,Certain,,Deceased (D),RateFlow,//@parameters.11,False,Q→D at death-in-quarantine rate δ2.,,,,,
Ebola1,Flow,,,,,,,Model file,Certain,,Environment pathogens (B),RateFlow,//@parameters.13,False,D→B shedding from deceased at rate η.,,,,,
Ebola1,Parameter,Λ,,,,,,Model file,Certain,,,,,,Recruitment of susceptibles (Λ),CONSTANT,0.38461,people/time,,
Ebola1,Parameter,μ,,,,,,Model file,Certain,,,,,,Natural human death rate (μ),CONSTANT,0.00038461,1/time,,
Ebola1,Parameter,β1,,,,,,Model file,Certain,,,,,,Effective contact rate with infectious humans,CONSTANT,0.0,1/time,,
Ebola1,Parameter,β2,,,,,,Model file,Certain,,,,,,Effective contact rate with pathogens in environment,CONSTANT,0.0,1/time,,
Ebola1,Parameter,β3,,,,,,Model file,Certain,,,,,,Effective contact rate with deceased humans,CONSTANT,0.0,1/time,,
Ebola1,Parameter,δ1,,,,,,Model file,Certain,,,,,,Disease-induced death rate from I,CONSTANT,0.0,1/time,,
Ebola1,Parameter,ω2,,,,,,Model file,Certain,,,,,,Shedding rate from I into environment,CONSTANT,0.0,1/time,,
Ebola1,Parameter,ω3,,,,,,Model file,Certain,,,,,,Quarantine rate (I→Q),CONSTANT,0.0,1/time,,
Ebola1,Parameter,ω1,,,,,,Model file,Certain,,,,,,Recovery rate from I (I→R),CONSTANT,0.0,1/time,,
Ebola1,Parameter,ω1q,,,,,,Model file,Certain,,,,,,Recovery rate from Q (Q→R),CONSTANT,0.0,1/time,,
Ebola1,Parameter,δ2,,,,,,Model file,Certain,,,,,,Death rate in quarantine (Q→D),CONSTANT,0.0,1/time,,
Ebola1,Parameter,η,,,,,,Model file,Certain,,,,,,Shedding rate from deceased into environment (D→B),CONSTANT,0.0,1/time,,
Ebola1,Parameter,ρ,,,,,,Model file,Certain,,,,,,Burial/removal rate of deceased (D removed),CONSTANT,0.0,1/time,,
Ebola1,Parameter,μB,,,,,,Model file,Certain,,,,,,Clearance/decay rate of pathogens in environment,CONSTANT,0.0,1/time,,
Ebola2,Compartment,Susceptible,,9990,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola2,Compartment,Exposed,,5,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola2,Compartment,Infectious,,5,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola2,Compartment,Hospitalized,,0,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola2,Compartment,Dead,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola2,Compartment,Removed,,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Ebola2,Flow,,,,,,,Model file,Certain,,Exposed,RateFlow,//@parameters.0,False,,,,,,
Ebola2,Flow,,,,,,,Model file,Certain,,Exposed,RateFlow,//@parameters.1,False,,,,,,
Ebola2,Flow,,,,,,,Model file,Certain,,Exposed,RateFlow,//@parameters.2,False,,,,,,
Ebola2,Flow,,,,,,,Model file,Certain,,Infectious,RateFlow,//@parameters.3,False,,,,,,
Ebola2,Flow,,,,,,,Model file,Certain,,Hospitalized,RateFlow,//@parameters.4,False,,,,,,
Ebola2,Flow,,,,,,,Model file,Certain,,Removed,RateFlow,//@parameters.5,False,,,,,,
Ebola2,Flow,,,,,,,Model file,Certain,,Dead,RateFlow,//@parameters.6,False,,,,,,
Ebola2,Flow,,,,,,,Model file,Certain,,Removed,RateFlow,//@parameters.7,False,,,,,,
Ebola2,Flow,,,,,,,Model file,Certain,,Dead,RateFlow,//@parameters.8,False,,,,,,
Ebola2,Flow,,,,,,,Model file,Certain,,Unknown,RateFlow,//@parameters.9,False,,,,,,
Ebola2,Parameter,BetaCommunity,,,,,,Model file,Certain,,,,,,,CONSTANT,0.5,,,
Ebola2,Parameter,BetaHospital,,,,,,Model file,Certain,,,,,,,CONSTANT,0.3,,,
Ebola2,Parameter,BetaFuneral,,,,,,Model file,Certain,,,,,,,CONSTANT,2.0,,,
Ebola2,Parameter,IncubationRate,,,,,,Model file,Certain,,,,,,,CONSTANT,0.1,,,
Ebola2,Parameter,HospitalizationRate,,,,,,Model file,Certain,,,,,,,CONSTANT,0.2,,,
Ebola2,Parameter,RecoveryRate,,,,,,Model file,Certain,,,,,,,CONSTANT,0.1,,,
Ebola2,Parameter,DeathRateCommunity,,,,,,Model file,Certain,,,,,,,CONSTANT,0.15,,,
Ebola2,Parameter,RecoveryRateHospital,,,,,,Model file,Certain,,,,,,,CONSTANT,0.1,,,
Ebola2,Parameter,DeathRateHospital,,,,,,Model file,Certain,,,,,,,CONSTANT,0.1,,,
Ebola2,Parameter,BurialRate,,,,,,Model file,Certain,,,,,,,CONSTANT,0.2,,,
Ebola3,Compartment,Susceptible,,9990,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola3,Compartment,Exposed,,5,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola3,Compartment,InfectiousCommunity,,5,False,3.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola3,Compartment,Hospitalized,,0,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola3,Compartment,FuneralInfectious,,0,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Ebola3,Compartment,Removed,,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Ebola3,Flow,,,,,,,Model file,Certain,,Exposed,RateFlow,//@parameters.0,False,Transmission in the community by infectious cases I; corresponds to beta_I S I / N in the paper,,,,,
Ebola3,Flow,,,,,,,Model file,Certain,,Exposed,RateFlow,//@parameters.1,False,Transmission at hospital by hospitalized infectious cases H; corresponds to beta_H S H / N in the paper,,,,,
Ebola3,Flow,,,,,,,Model file,Certain,,Exposed,RateFlow,//@parameters.2,False,Transmission during traditional burial by funeral-stage infectious cases F; corresponds to beta_F S F / N in the paper,,,,,
Ebola3,Flow,,,,,,,Model file,Certain,,InfectiousCommunity,RateFlow,//@parameters.3,False,End of incubation: exposed individuals become infectious in the community,,,,,
Ebola3,Flow,,,,,,,Model file,Certain,,Hospitalized,RateFlow,//@parameters.4,False,Hospitalization of infectious community cases; paper transition I -> H,,,,,
Ebola3,Flow,,,,,,,Model file,Certain,,Removed,RateFlow,//@parameters.5,False,Recovery/removal of non-hospitalized infectious survivors; paper transition I -> R,,,,,
Ebola3,Flow,,,,,,,Model file,Certain,,FuneralInfectious,RateFlow,//@parameters.6,False,Death of infectious community cases before hospitalization; paper transition I -> F,,,,,
Ebola3,Flow,,,,,,,Model file,Certain,,FuneralInfectious,RateFlow,//@parameters.7,False,Death of hospitalized cases; paper transition H -> F,,,,,
Ebola3,Flow,,,,,,,Model file,Certain,,Removed,RateFlow,//@parameters.8,False,Recovery/removal of hospitalized survivors; paper transition H -> R,,,,,
Ebola3,Flow,,,,,,,Model file,Certain,,Removed,RateFlow,//@parameters.9,False,Burial/removal after funeral-stage infectious period; paper transition F -> R,,,,,
Ebola3,Parameter,BetaCommunity,,,,,,Model file,Certain,,,,,,"Transmission coefficient in the community, based on fitted DRC 1995 estimate reported in Table 4 of the paper",CONSTANT,0.588,week^-1,,
Ebola3,Parameter,BetaHospital,,,,,,Model file,Certain,,,,,,"Transmission coefficient at hospital, based on fitted DRC 1995 estimate reported in Table 4 of the paper",CONSTANT,0.794,week^-1,,
Ebola3,Parameter,BetaFuneral,,,,,,Model file,Certain,,,,,,"Transmission coefficient during traditional burial, based on fitted DRC 1995 estimate reported in Table 4 of the paper",CONSTANT,7.653,week^-1,,
Ebola3,Parameter,IncubationRate,,,,,,Model file,Certain,,,,,,Approximate exposed-to-infectious progression in weekly time units; corresponds to alpha in the paper after unit conversion,CONSTANT,1/1.0,week^-1,,
Ebola3,Parameter,HospitalizationRate,,,,,,Model file,Certain,,,,,,Aggregate I to H transition approximation from c_h * h_1 in weekly units,CONSTANT,0.95,,,
Ebola3,Parameter,CommunityRecoveryRate,,,,,,Model file,Certain,,,,,,Aggregate recovery/removal rate for non-hospitalized infectious survivors in weekly units,CONSTANT,0.20,,,
Ebola3,Parameter,CommunityDeathRate,,,,,,Model file,Certain,,,,,,Aggregate death-to-funeral transition rate for community infectious cases in weekly units,CONSTANT,0.60,,,
Ebola3,Parameter,HospitalDeathRate,,,,,,Model file,Certain,,,,,,Aggregate death transition rate from H to F in weekly units,CONSTANT,1.20,,,
Ebola3,Parameter,HospitalRecoveryRate,,,,,,Model file,Certain,,,,,,Aggregate recovery/removal rate from H to R in weekly units,CONSTANT,0.25,,,
Ebola3,Parameter,BurialRate,,,,,,Model file,Certain,,,,,,"Funeral-to-removal transition rate in weekly units, corresponding to about 2 days from death to burial",CONSTANT,3.5,week^-1,,
Hiv1,Compartment,Susceptible homosexual men,Sh,2446,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv1,Compartment,Untreated infected homosexual men,Ih,79,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv1,Compartment,Susceptible women,Sw,189994,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv1,Compartment,Untreated infected women,Iw,6,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv1,Compartment,Susceptible heterosexual men,Sm,171173,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv1,Compartment,Untreated infected heterosexual men,Im,29,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv1,Compartment,Treated with ART,T,107,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv1,Compartment,People living with AIDS,A,47,False,0.0,None,Model file,Certain,,,,,,,,,,,
Hiv1,Compartment,RecruitmentSource,SRC,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Hiv1,Flow,,,,,,,Model file,Certain,,Untreated infected homosexual men (Ih),RateFlow,//@parameters.5,False,Sh→Ih via homosexual contacts (ch*bh term).,,,,,
Hiv1,Flow,,,,,,,Model file,Certain,,Untreated infected homosexual men (Ih),RateFlow,//@parameters.6,False,Sh→Ih via contacts with AIDS individuals (from force of infection).,,,,,
Hiv1,Flow,,,,,,,Model file,Certain,,Treated with ART (T),RateFlow,//@parameters.7,False,Ih→T (ART initiation among homosexual men).,,,,,
Hiv1,Flow,,,,,,,Model file,Certain,,People living with AIDS (A),RateFlow,//@parameters.8,False,Ih→A (AIDS in untreated homosexual men).,,,,,
Hiv1,Flow,,,,,,,Model file,Certain,,Untreated infected women (Iw),RateFlow,//@parameters.9,False,Sw→Iw via contacts with homosexual men (bhw * chw).,,,,,
Hiv1,Flow,,,,,,,Model file,Certain,,Untreated infected women (Iw),RateFlow,//@parameters.10,False,Sw→Iw via heterosexual contacts with infected men (bs * cs).,,,,,
Hiv1,Flow,,,,,,,Model file,Certain,,Treated with ART (T),RateFlow,//@parameters.7,False,Iw→T (ART initiation among women).,,,,,
Hiv1,Flow,,,,,,,Model file,Certain,,People living with AIDS (A),RateFlow,//@parameters.8,False,Iw→A (AIDS in untreated women).,,,,,
Hiv1,Flow,,,,,,,Model file,Certain,,Untreated infected heterosexual men (Im),RateFlow,//@parameters.11,False,Sm→Im via contacts with infected women (bs * cs).,,,,,
Hiv1,Flow,,,,,,,Model file,Certain,,Untreated infected heterosexual men (Im),RateFlow,//@parameters.12,False,Sm→Im via contacts with homosexual men (bhm * chm).,,,,,
Hiv1,Flow,,,,,,,Model file,Certain,,Treated with ART (T),RateFlow,//@parameters.7,False,Im→T (ART initiation among heterosexual men).,,,,,
Hiv1,Flow,,,,,,,Model file,Certain,,People living with AIDS (A),RateFlow,//@parameters.8,False,Im→A (AIDS in untreated heterosexual men).,,,,,
Hiv1,Flow,,,,,,,Model file,Certain,,People living with AIDS (A),RateFlow,//@parameters.4,False,T→A due to ART failure/resistance (δ).,,,,,
Hiv1,Parameter,C_h_1_minus_c,,,,,,Model file,Certain,,,,,,Recruitment: C*h*(1-c) into Sh,CONSTANT,333*0.48*(1-0.92),people/time,,
Hiv1,Parameter,C_1_minus_h,,,,,,Model file,Certain,,,,,,Recruitment: C*(1-h) into Sw,CONSTANT,333*(1-0.48),people/time,,
Hiv1,Parameter,C_h_c,,,,,,Model file,Certain,,,,,,Recruitment: C*h*c into Sm,CONSTANT,333*0.48*0.92,people/time,,
Hiv1,Parameter,l,,,,,,Model file,Certain,,,,,,Natural death rate,CONSTANT,0.0129,1/time,,
Hiv1,Parameter,delta,,,,,,Model file,Certain,,,,,,AIDS development rate for treated individuals,CONSTANT,0.018,1/time,,
Hiv1,Parameter,ch_bh,,,,,,Model file,Certain,,,,,,Homosexual contact term ch*bh,CONSTANT,7*0.44,1/time,,
Hiv1,Parameter,A_contact_term,,,,,,Model file,Certain,,,,,,Contact term with AIDS individuals (as in model’s force of infection),CONSTANT,0.0,1/time,,
Hiv1,Parameter,a_p,,,,,,Model file,Certain,,,,,,Rate a*p: progression from untreated infected to T,CONSTANT,0.3333*0.90,1/time,,
Hiv1,Parameter,a_1_minus_p,,,,,,Model file,Certain,,,,,,Rate a*(1-p): progression from untreated infected to A,CONSTANT,0.3333*(1-0.90),1/time,,
Hiv1,Parameter,chw_bhw,,,,,,Model file,Certain,,,,,,Contact term chw*bhw for Sw infection via Ih,CONSTANT,2*0.018,1/time,,
Hiv1,Parameter,cs_bs,,,,,,Model file,Certain,,,,,,Contact term cs*bs for Sw infection via Im,CONSTANT,4*0.02,1/time,,
Hiv1,Parameter,cs_bs_Sm,,,,,,Model file,Certain,,,,,,Contact term cs*bs for Sm infection via Iw,CONSTANT,4*0.02,1/time,,
Hiv1,Parameter,chm_bhm,,,,,,Model file,Certain,,,,,,Contact term chm*bhm for Sm infection via Ih,CONSTANT,1*0.25,1/time,,
Hiv1,Parameter,d_AIDS,,,,,,Model file,Certain,,,,,,AIDS-induced death rate d,CONSTANT,0.3333,1/time,,
Hiv2,Compartment,Susceptible,,9900,False,4.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv2,Compartment,EarlyInfection,,50,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv2,Compartment,ChronicInfection,,30,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv2,Compartment,LateInfection,,10,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv2,Compartment,OnART,,5,False,1.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv2,Compartment,Removed,,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Hiv2,Flow,,,,,,,Model file,Certain,,EarlyInfection,RateFlow,//@parameters.0,False,,,,,,
Hiv2,Flow,,,,,,,Model file,Certain,,EarlyInfection,RateFlow,//@parameters.1,False,,,,,,
Hiv2,Flow,,,,,,,Model file,Certain,,EarlyInfection,RateFlow,//@parameters.2,False,,,,,,
Hiv2,Flow,,,,,,,Model file,Certain,,EarlyInfection,RateFlow,//@parameters.3,False,,,,,,
Hiv2,Flow,,,,,,,Model file,Certain,,ChronicInfection,RateFlow,//@parameters.4,False,,,,,,
Hiv2,Flow,,,,,,,Model file,Certain,,LateInfection,RateFlow,//@parameters.5,False,,,,,,
Hiv2,Flow,,,,,,,Model file,Certain,,OnART,RateFlow,//@parameters.6,False,,,,,,
Hiv2,Flow,,,,,,,Model file,Certain,,OnART,RateFlow,//@parameters.7,False,,,,,,
Hiv2,Flow,,,,,,,Model file,Certain,,Removed,RateFlow,//@parameters.8,False,,,,,,
Hiv2,Flow,,,,,,,Model file,Certain,,Removed,RateFlow,//@parameters.9,False,,,,,,
Hiv2,Parameter,BetaEarly,,,,,,Model file,Certain,,,,,,,CONSTANT,0.8,,,
Hiv2,Parameter,BetaChronic,,,,,,Model file,Certain,,,,,,,CONSTANT,0.3,,,
Hiv2,Parameter,BetaLate,,,,,,Model file,Certain,,,,,,,CONSTANT,0.6,,,
Hiv2,Parameter,BetaART,,,,,,Model file,Certain,,,,,,,CONSTANT,0.05,,,
Hiv2,Parameter,Progression1,,,,,,Model file,Certain,,,,,,,CONSTANT,0.5,,,
Hiv2,Parameter,Progression2,,,,,,Model file,Certain,,,,,,,CONSTANT,0.2,,,
Hiv2,Parameter,ARTStart1,,,,,,Model file,Certain,,,,,,,CONSTANT,0.3,,,
Hiv2,Parameter,ARTStart2,,,,,,Model file,Certain,,,,,,,CONSTANT,0.4,,,
Hiv2,Parameter,DeathLate,,,,,,Model file,Certain,,,,,,,CONSTANT,0.2,,,
Hiv2,Parameter,DeathART,,,,,,Model file,Certain,,,,,,,CONSTANT,0.05,,,
Hiv3,Compartment,Susceptible,,9000,False,8.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv3,Compartment,UntreatedStageI1,,250,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv3,Compartment,UntreatedStageI2,,220,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv3,Compartment,UntreatedStageI3,,180,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv3,Compartment,UntreatedStageI4,,120,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv3,Compartment,ARTStageA1,,40,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv3,Compartment,ARTStageA2,,35,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv3,Compartment,ARTStageA3,,25,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv3,Compartment,ARTStageA4,,15,False,2.0,RateFlow,Model file,Certain,,,,,,,,,,,
Hiv3,Compartment,Removed,,0,False,0.0,None,Model file,Certain,,,,,,,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI1,RateFlow,//@parameters.0,False,HIV acquisition from untreated stage I1 individuals,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI1,RateFlow,//@parameters.1,False,HIV acquisition from untreated stage I2 individuals,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI1,RateFlow,//@parameters.2,False,HIV acquisition from untreated stage I3 individuals,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI1,RateFlow,//@parameters.3,False,HIV acquisition from untreated stage I4 individuals,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI1,RateFlow,//@parameters.4,False,Residual HIV acquisition from ART stage A1 individuals,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI1,RateFlow,//@parameters.5,False,Residual HIV acquisition from ART stage A2 individuals,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI1,RateFlow,//@parameters.6,False,Residual HIV acquisition from ART stage A3 individuals,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI1,RateFlow,//@parameters.7,False,Residual HIV acquisition from ART stage A4 individuals,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI2,RateFlow,//@parameters.8,False,Progression from untreated stage I1 to I2,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,ARTStageA1,RateFlow,//@parameters.12,False,ART initiation from untreated stage I1 to ART stage A1,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI3,RateFlow,//@parameters.9,False,Progression from untreated stage I2 to I3,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,ARTStageA2,RateFlow,//@parameters.13,False,ART initiation from untreated stage I2 to ART stage A2,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI4,RateFlow,//@parameters.10,False,Progression from untreated stage I3 to I4,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,ARTStageA3,RateFlow,//@parameters.14,False,ART initiation from untreated stage I3 to ART stage A3,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,Removed,RateFlow,//@parameters.11,False,AIDS-related mortality from untreated stage I4,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,ARTStageA4,RateFlow,//@parameters.15,False,ART initiation from untreated stage I4 to ART stage A4,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,ARTStageA2,RateFlow,//@parameters.16,False,Progression while on ART from A1 to A2,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI1,RateFlow,//@parameters.20,False,ART dropout from A1 back to infectious untreated population,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,ARTStageA3,RateFlow,//@parameters.17,False,Progression while on ART from A2 to A3,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI2,RateFlow,//@parameters.20,False,ART dropout from A2 back to infectious untreated population,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,ARTStageA4,RateFlow,//@parameters.18,False,Progression while on ART from A3 to A4,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI3,RateFlow,//@parameters.20,False,ART dropout from A3 back to infectious untreated population,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,Removed,RateFlow,//@parameters.19,False,Mortality while on ART from stage A4,,,,,
Hiv3,Flow,,,,,,,Model file,Certain,,UntreatedStageI4,RateFlow,//@parameters.20,False,ART dropout from A4 back to infectious untreated population,,,,,
